T,G,G(FCC),H,H(FCC),S,S(FCC),NP(FCC),"X(FCC,CO)","X(FCC,CR)","X(FCC,CU)","X(FCC,TI)","Y(FCC,CO#2)","Y(FCC,CO)","Y(FCC,CR#2)","Y(FCC,CR)","Y(FCC,CU#2)","Y(FCC,CU)","Y(FCC,TI#2)","Y(FCC,TI)"
1763,-14630.99121,-14630.99121,7798.555176,7798.555176,12.72237492,12.72237492,1,0.039999999,0.159999996,0.400000006,0.400000006,0.036477432,0.050567705,0.200484633,0.038546115,0.282674611,0.751976192,0.480363339,0.158910006
1773,-14758.29004,-14758.29004,7825.323242,7825.323242,12.7375145,12.73751545,1,0.039999999,0.159999996,0.400000006,0.400000006,0.036621042,0.050136872,0.200250924,0.039247207,0.283122659,0.750631988,0.480005354,0.159983933
1783,-14885.74219,-14885.74219,7852.566406,7852.566406,12.75283718,12.75283718,1,0.039999999,0.159999996,0.400000006,0.400000006,0.036763307,0.049710084,0.200013429,0.039959703,0.283573538,0.74927932,0.479649723,0.161050871
1793,-15013.34766,-15013.34766,7880.302246,7880.302246,12.76834869,12.76834869,1,0.039999999,0.159999996,0.400000006,0.400000006,0.036904275,0.049287178,0.199772015,0.040683977,0.284027427,0.747917652,0.479296267,0.162111178
1803,-15141.10938,-15141.11035,7908.546875,7908.546875,12.78405857,12.78405762,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037044,0.048868004,0.199526533,0.041420422,0.284484535,0.746546328,0.478944927,0.163165227
1813,-15269.0293,-15269.03027,7937.318359,7937.318359,12.79997158,12.79997063,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037182532,0.048452403,0.19927685,0.042169448,0.284945071,0.745164752,0.478595555,0.164213389
1823,-15397.10938,-15397.11035,7966.634277,7966.634277,12.81609631,12.81609726,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037319925,0.048040222,0.199022844,0.042931478,0.285409242,0.743772268,0.47824797,0.165256053
1833,-15525.35254,-15525.35156,7996.513672,7996.513672,12.83244228,12.83244228,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037456229,0.047631305,0.198764354,0.043706957,0.285877287,0.742368102,0.477902144,0.166293621
1843,-15653.75977,-15653.75879,8026.975098,8026.975098,12.84901524,12.84901524,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037591498,0.047225501,0.198501214,0.044496346,0.286349446,0.740951657,0.477557838,0.16732648
1853,-15782.33301,-15782.33301,8058.038574,8058.038574,12.86582375,12.86582375,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037725784,0.046822648,0.198233292,0.045300122,0.286825925,0.739522219,0.477214992,0.168355033
1863,-15911.07715,-15911.07715,8089.724609,8089.724609,12.8828783,12.8828783,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037859134,0.046422597,0.197960407,0.046118792,0.287307024,0.738078892,0.476873428,0.169379711
1873,-16039.99121,-16039.99219,8122.054688,8122.054688,12.90018463,12.90018463,1,0.039999999,0.159999996,0.400000006,0.400000006,0.037991606,0.046025187,0.197682381,0.04695287,0.287792981,0.736621022,0.476533026,0.170400903
